seed,policy,tick,mass,massRatio,energy,energyRatio,freeEnergy,occupiedFraction,activity
101,FIXED,1200,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1230,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1260,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1290,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1320,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1350,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1380,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1410,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1440,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1470,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1500,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1530,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1560,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1590,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1620,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1650,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1680,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1710,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1740,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1770,0,0.0,0,0.0,2643.2640781998634,0,0
101,FIXED,1800,0,0.0,0,0.0,2643.2640781998634,0,0
101,RANDOM,0,232.08000008761883,1.0,185.66400108486414,1.0,2457.60009765625,0.03167724609375,0
101,RANDOM,30,244.522713462502,1.0536138976653981,39.818429956941145,0.2144649998075866,2603.4456722812756,0.033447265625,0.028589717639002643
101,RANDOM,60,235.94101046134892,1.0166365493462273,40.12562276439894,0.21611956291978293,2603.1384782581154,0.0302734375,0.02846765707222776
101,RANDOM,90,156.0885791569017,0.6725636810495194,25.95513097345247,0.13979624925560438,2617.308969130958,0.02264404296875,0.02377020532122298
101,RANDOM,120,153.06404092774028,0.6595313722421273,24.694289905539335,0.13300526629420184,2618.569810213783,0.02203369140625,0.018749632467180533
101,RANDOM,150,155.4358514212072,0.6697511692628593,25.277319833330694,0.13614550847569434,2617.986779842846,0.02197265625,0.018542602581792522
101,RANDOM,180,161.24992431663122,0.6948031896576757,26.415620973268233,0.14227648234939233,2616.848477801759,0.02276611328125,0.019155624255609016
101,RANDOM,210,160.8190566810663,0.6929466417629745,28.604616786287806,0.1540665752065371,2614.6594803633634,0.0228271484375,0.019432566878395452
101,RANDOM,240,78.14228388294578,0.33670408416685693,13.389449234950007,0.07211656086647565,2629.874646068929,0.01080322265625,0.01440725424678746
101,RANDOM,270,78.00769077241421,0.33612414142952174,13.36912637543719,0.0720071004466093,2629.8949686439737,0.01025390625,0.009458676326630666
101,RANDOM,300,74.33224416919984,0.3202871602082758,12.552468685478743,0.06760852191126272,2630.7116257011803,0.01043701171875,0.009134034246486067
101,RANDOM,330,79.1710739734117,0.34113699562013816,13.983929386966338,0.07531847479993982,2629.280164924421,0.0115966796875,0.008990504023785206
101,RANDOM,360,78.08841854613274,0.33647198602486844,13.198158330764272,0.07108625395146795,2630.065935679697,0.01031494140625,0.009459017275460724
101,RANDOM,390,79.58657459530514,0.3429273292194857,13.710388278355822,0.07384516221908315,2629.553704870501,0.01104736328125,0.009402696534202448
101,RANDOM,420,79.0398022653244,0.34057136433765917,13.732786631851923,0.07396580140258249,2629.5313060368353,0.0111083984375,0.009600393067378477
101,RANDOM,450,79.02932479605079,0.3405262183997513,13.780741335573111,0.07422408897282219,2629.4833509282616,0.01104736328125,0.009619325024432968
101,RANDOM,480,79.68940729601309,0.34337042082871155,14.30603111318851,0.07705333844792801,2628.958060986508,0.011474609375,0.009655070709726488
101,RANDOM,510,80.12422806071118,0.3452440021995058,14.221056791167939,0.07659566048384207,2629.043023200531,0.01165771484375,0.009670150703300351
101,RANDOM,540,78.60770438465988,0.33870951549027295,13.98298982749111,0.0753134142633267,2629.281089290147,0.00885009765625,0.00928063169743254
101,RANDOM,570,63.31551917211618,0.27281764541628845,12.881761020345948,0.06938211470762119,2630.3823171840195,0.0074462890625,0.006710442367239722
101,RANDOM,600,0,0.0,0,0.0,2643.264078333974,0,0.003864472605719982
101,RANDOM,630,0,0.0,0,0.0,2643.264078333974,0,0
101,RANDOM,660,0,0.0,0,0.0,2643.264078333974,0,0
101,RANDOM,690,0,0.0,0,0.0,2643.264078333974,0,0
101,RANDOM,720,0,0.0,0,0.0,2643.264078333974,0,0
101,RANDOM,750,0,0.0,0,0.0,2643.264078333974,0,0
101,RANDOM,780,0,0.0,0,0.0,2643.264078333974,0,0
101,RANDOM,810,0,0.0,0,0.0,2643.264078333974,0,0
101,RANDOM,840,0,0.0,0,0.0,2643.264078333974,0,0
